Project Name: testB, N: 5
Object_Index,Object_class,YOLOv8_Predict,YOLOv8_Predict_Aug,TTA_Filtered_NMS,image_version_name
2,car,0.8143801093101501,0.8143801093101501,0.8262396454811096,testB_v9_ALTmodif_a1.00_b-50.00_g1.00.jpg
3,car,0.6834793090820312,0.6834793090820312,0.7126071453094482,testB_v7_ALTmodif_a1.00_b-49.00_g1.00.jpg
4,car,0.6769974827766418,0.6769974827766418,0.6829626560211182,testB_v8_ALTmodif_a1.00_b50.00_g1.00.jpg
5,motorcycle,0.6704245209693909,0.6704245209693909,0.770592451095581,testB_v13_ALTmodif_a1.00_b-44.00_g1.00.jpg
6,car,0.6387391090393066,0.7586119174957275,0.7674098014831543,testB_v15_ALTmodif_a1.00_b-41.00_g1.00.jpg
7,car,0.5898460745811462,0.5898460745811462,0.5991196036338806,testB_v12_ALTmodif_a1.00_b11.00_g1.00.jpg
8,car,,0.5450094938278198,,N/A
9,car,,0.5358414053916931,,N/A
10,car,,,0.5840058922767639,testB_v15_ALTmodif_a1.00_b-41.00_g1.00.jpg
11,person,,,0.5175421833992004,testB_v11_ALTmodif_a1.00_b-38.00_g1.00.jpg
Mean Confidence,,0.722372829914093,0.7394837290048599,0.7626204118132591,
New Detections,,,2,2,
Number of Detections,,8,10,10,


Project Name: testB, N: 30
Object_Index,Object_class,YOLOv8_Predict,YOLOv8_Predict_Aug,TTA_Filtered_NMS,image_version_name
0,car,0.8665784001350403,0.8665784001350403,0.8800466060638428,testB_v14_ALTmodif_a1.00_b46.00_g1.00.jpg
1,car,0.8385376334190369,0.8555520176887512,0.8768411874771118,testB_v22_ALTmodif_a1.00_b-58.00_g1.00.jpg
2,car,0.8143801093101501,0.8143801093101501,0.8260707259178162,testB_v7_ALTmodif_a1.00_b-46.00_g1.00.jpg
3,car,0.6834793090820312,0.6834793090820312,0.7196804285049438,testB_v22_ALTmodif_a1.00_b-58.00_g1.00.jpg
4,car,0.6769974827766418,0.6769974827766418,0.6856241226196289,testB_v14_ALTmodif_a1.00_b46.00_g1.00.jpg
5,motorcycle,0.6704245209693909,0.6704245209693909,0.7151795029640198,testB_v0_ALTmodif_a1.00_b-39.00_g1.00.jpg
6,car,0.6387391090393066,0.7586119174957275,0.7674098014831543,testB_v20_ALTmodif_a1.00_b-41.00_g1.00.jpg
7,car,0.5898460745811462,0.5898460745811462,0.5989957451820374,testB_v13_ALTmodif_a1.00_b14.00_g1.00.jpg
8,Unknown,0,0.5358414053916931,0.5021481513977051,testB_v15_ALTmodif_a1.00_b-13.00_g1.00.jpg
9,car,,0.5450094938278198,,N/A
10,car,,,0.5862457752227783,testB_v29_ALTmodif_a1.00_b-43.00_g1.00.jpg
Mean Confidence,,0.722372829914093,0.7394837290048599,0.7587310150265694,
New Detections,,,1,1,
Number of Detections,,9,10,10,


Project Name: testB, N: 35
Object_Index,Object_class,YOLOv8_Predict,YOLOv8_Predict_Aug,TTA_Filtered_NMS,image_version_name
0,car,0.8665784001350403,0.8665784001350403,0.8801753520965576,testB_v15_ALTmodif_a1.00_b45.00_g1.00.jpg
1,car,0.8385376334190369,0.8555520176887512,0.8769950270652771,testB_v1_ALTmodif_a1.00_b-59.00_g1.00.jpg
2,car,0.8143801093101501,0.8143801093101501,0.8275373578071594,testB_v22_ALTmodif_a1.00_b-52.00_g1.00.jpg
3,car,0.6834793090820312,0.6834793090820312,0.7155271172523499,testB_v22_ALTmodif_a1.00_b-52.00_g1.00.jpg
4,car,0.6769974827766418,0.6769974827766418,0.6840639114379883,testB_v4_ALTmodif_a1.00_b47.00_g1.00.jpg
5,motorcycle,0.6704245209693909,0.6704245209693909,0.7084401845932007,testB_v0_ALTmodif_a1.00_b-43.00_g1.00.jpg
6,car,0.6387391090393066,0.7586119174957275,0.7005312442779541,testB_v21_ALTmodif_a1.00_b-30.00_g1.00.jpg
7,car,0.5898460745811462,0.5898460745811462,0.5991196036338806,testB_v18_ALTmodif_a1.00_b11.00_g1.00.jpg
8,car,,0.5450094938278198,,N/A
